336, 
314, 
313, 
305, 
295, 
287, 
279, 
269, 
258, 
247, 
236, 
224, 
217, 
206, 
200, 
192, 
180, 
178, 
176, 
164, 
152, 
144, 
138, 
135, 
133, 
118, 
109, 
106, 
90, 
75, 
69, 
63, 
39, 
36, 
17, 
10, 
0
