0, 
35, 
39, 
46, 
58, 
62, 
67, 
72, 
73, 
78, 
84, 
85, 
86, 
87, 
89, 
90, 
98, 
100, 
105, 
107, 
111, 
115, 
118, 
128, 
129, 
137, 
140, 
142, 
146, 
160, 
164, 
169, 
173, 
181, 
192, 
193, 
195, 
197, 
207, 
215, 
226, 
235, 
243, 
252, 
257, 
265, 
272, 
279, 
286, 
292, 
300, 
302, 
304, 
311, 
318, 
321, 
327
